row_num,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,podtsl_code,region,product_id,category,sub_category,product_name,sales
1,4227,CA-2018-120327,2018-11-11,2018-11-16,Standard Class,WB-21850,William Brown,Consumer,united states,urbandale,iowa,50322,Central,OFF-FA-10004854,Office Supplies,Fasteners,"vinyl coated wire paper clips in organizer box, 800/box",45.92
1,6401,CA-2018-151981,2018-08-06,2018-08-12,Standard Class,GM-14455,Gary Mitchum,Home Office,united states,concord,new hampshire,3301,East,OFF-AR-10000380,Office Supplies,Art,"hunt powerhouse electric pencil sharpener, blue",227.88
1,6909,US-2018-135503,2018-12-10,2018-12-15,Standard Class,JE-16165,Justin Ellison,Corporate,united states,north charleston,south carolina,29406,South,FUR-FU-10002364,Furniture,Furnishings,"eldon expressions wood desk accessories, oak",14.76
1,5195,CA-2015-101560,2015-11-28,2015-12-01,Second Class,CS-12250,Chris Selesnick,Corporate,united states,columbia,south carolina,29203,South,OFF-AR-10004757,Office Supplies,Art,crayola colored pencils,13.12
1,6176,CA-2016-158421,2016-09-21,2016-09-26,Standard Class,GB-14575,Giulietta Baptist,Consumer,united states,columbia,south carolina,29203,South,FUR-CH-10000309,Furniture,Chairs,global comet stacking arm chair,1690.04
1,518,CA-2018-127432,2018-01-22,2018-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,united states,great falls,montana,59405,West,OFF-PA-10001667,Office Supplies,Paper,great white multi-use recycled paper (20lb. and 84 bright),11.96
1,7485,CA-2018-135111,2018-12-28,2019-01-02,Standard Class,CS-12400,Christopher Schild,Home Office,united states,fargo,north dakota,58103,Central,OFF-AR-10004707,Office Supplies,Art,staples in misc. colors,2.48
1,1517,CA-2018-148446,2018-12-10,2018-12-14,Second Class,MC-17845,Michael Chen,Consumer,united states,north las vegas,nevada,89031,West,FUR-TA-10004256,Furniture,Tables,bretford “just in time” height-adjustable multi-task work tables,1669.6
1,2418,CA-2018-168655,2018-10-12,2018-10-18,Standard Class,ML-18040,Michelle Lonsdale,Corporate,united states,albuquerque,new mexico,87105,West,OFF-BI-10002082,Office Supplies,Binders,gbc twin loop wire binding elements,79.872
1,7115,US-2017-102239,2017-05-05,2017-05-06,First Class,LW-16990,Lindsay Williams,Corporate,united states,henderson,nevada,89015,West,FUR-TA-10003392,Furniture,Tables,global adaptabilities conference tables,1685.88
1,5194,CA-2015-101560,2015-11-28,2015-12-01,Second Class,CS-12250,Chris Selesnick,Corporate,united states,columbia,south carolina,29203,South,OFF-PA-10001363,Office Supplies,Paper,xerox 1933,85.96
1,1639,CA-2017-157266,2017-05-26,2017-06-01,Standard Class,TB-21280,Toby Braunhardt,Consumer,united states,washington,district of columbia,20016,East,OFF-PA-10002689,Office Supplies,Paper,weyerhaeuser first choice laser/copy paper (20lb. and 88 bright),19.44
1,6693,CA-2018-160899,2018-08-11,2018-08-13,Second Class,DR-12940,Daniel Raglin,Home Office,united states,lake charles,louisiana,70601,South,OFF-BI-10000632,Office Supplies,Binders,satellite sectional post binders,477.51
1,3037,US-2016-123960,2016-06-11,2016-06-16,Standard Class,BD-11605,Brian Dahlen,Consumer,united states,monroe,louisiana,71203,South,OFF-AR-10003582,Office Supplies,Art,"boston electric pencil sharpener, model 1818, charcoal black",56.3
1,938,US-2018-111745,2018-11-05,2018-11-06,First Class,RA-19885,Ruben Ausman,Corporate,united states,farmington,new mexico,87401,West,TEC-AC-10003911,Technology,Accessories,netgear ac1750 dual band gigabit smart wifi router,159.99
1,4178,CA-2015-128846,2015-04-07,2015-04-12,Standard Class,RS-19765,Roland Schwarz,Corporate,united states,columbia,south carolina,29203,South,OFF-PA-10000100,Office Supplies,Paper,xerox 1945,122.97
1,1896,CA-2016-109197,2016-12-31,2017-01-04,Standard Class,JO-15280,Jas O'Carroll,Consumer,united states,missoula,montana,59801,West,OFF-BI-10004632,Office Supplies,Binders,ibico hi-tech manual binding system,487.984
1,1641,CA-2017-157266,2017-05-26,2017-06-01,Standard Class,TB-21280,Toby Braunhardt,Consumer,united states,washington,district of columbia,20016,East,OFF-PA-10004675,Office Supplies,Paper,"telephone message books with fax/mobile section, 5 1/2"" x 3 3/16""",12.7
1,3069,CA-2018-106859,2018-03-13,2018-03-18,Second Class,BF-11215,Benjamin Farhat,Home Office,united states,albuquerque,new mexico,87105,West,OFF-PA-10001815,Office Supplies,Paper,xerox 1885,288.24
1,6404,CA-2018-125472,2018-05-30,2018-05-31,First Class,BD-11725,Bruce Degenhardt,Consumer,united states,lafayette,louisiana,70506,South,FUR-FU-10001731,Furniture,Furnishings,acrylic self-standing desk frames,8.01
1,5451,US-2015-119081,2015-09-12,2015-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,united states,olathe,kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,gbc docubind p100 manual binding machine,331.96
1,5560,US-2016-114741,2016-12-06,2016-12-10,Standard Class,IL-15100,Ivan Liston,Consumer,united states,north las vegas,nevada,89031,West,OFF-ST-10000078,Office Supplies,Storage,tennsco 6- and 18-compartment lockers,1325.85
1,9267,CA-2015-125759,2015-02-08,2015-02-09,First Class,NM-18445,Nathan Mautz,Home Office,united states,north las vegas,nevada,89031,West,FUR-FU-10002111,Furniture,Furnishings,"master caster door stop, large brown",14.56
1,1021,CA-2016-124450,2016-04-27,2016-05-03,Standard Class,GT-14710,Greg Tran,Consumer,united states,washington,district of columbia,20016,East,OFF-AR-10001166,Office Supplies,Art,staples in misc. colors,22.74
1,6963,CA-2017-157161,2017-07-16,2017-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,united states,columbia,south carolina,29203,South,OFF-EN-10001509,Office Supplies,Envelopes,poly string tie envelopes,10.2
1,6400,CA-2018-151981,2018-08-06,2018-08-12,Standard Class,GM-14455,Gary Mitchum,Home Office,united states,concord,new hampshire,3301,East,OFF-LA-10002195,Office Supplies,Labels,avery 481,24.64
1,4957,CA-2015-160262,2015-06-09,2015-06-13,Second Class,TS-21205,Thomas Seio,Corporate,united states,north las vegas,nevada,89031,West,FUR-FU-10002685,Furniture,Furnishings,"executive impressions 13-1/2"" indoor/outdoor wall clock",37.4
1,7656,CA-2016-107685,2016-11-30,2016-12-02,Second Class,JM-15865,John Murray,Consumer,united states,las vegas,nevada,89115,West,OFF-PA-10003848,Office Supplies,Paper,xerox 1997,25.92
1,6966,CA-2017-157161,2017-07-16,2017-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,united states,columbia,south carolina,29203,South,TEC-AC-10000358,Technology,Accessories,imation secure drive + hardware encrypted usb flash drive - 16 gb,75.98
1,8360,CA-2015-110555,2015-04-11,2015-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,united states,great falls,montana,59405,West,TEC-AC-10003399,Technology,Accessories,memorex mini travel drive 64 gb usb 2.0 flash drive,217.44
1,2792,CA-2015-125514,2015-09-21,2015-09-22,First Class,BM-11650,Brian Moss,Corporate,united states,omaha,nebraska,68104,Central,OFF-AP-10003281,Office Supplies,Appliances,acco 6 outlet guardian standard surge suppressor,36.27
1,9158,CA-2015-134215,2015-08-04,2015-08-08,Standard Class,ML-17395,Marina Lichtenstein,Corporate,united states,bangor,maine,4401,East,OFF-PA-10004353,Office Supplies,Paper,southworth 25% cotton premium laser paper and envelopes,259.74
1,3781,CA-2015-149643,2015-11-16,2015-11-20,Standard Class,RH-19510,Rick Huthwaite,Home Office,united states,manhattan,kansas,66502,Central,TEC-PH-10000038,Technology,Phones,jawbone mini jambox wireless bluetooth speaker,273.96
1,786,CA-2016-154921,2016-05-23,2016-05-28,Standard Class,EA-14035,Erin Ashbrook,Corporate,united states,columbia,south carolina,29203,South,OFF-EN-10000056,Office Supplies,Envelopes,cameo buff policy envelopes,186.69
1,7384,CA-2017-105732,2017-09-13,2017-09-18,Standard Class,AG-10270,Alejandro Grove,Consumer,united states,omaha,nebraska,68104,Central,OFF-PA-10002250,Office Supplies,Paper,things to do today pad,17.61
1,3171,CA-2018-107461,2018-12-21,2018-12-26,Second Class,PK-19075,Pete Kriz,Consumer,united states,columbia,south carolina,29203,South,OFF-BI-10002003,Office Supplies,Binders,ibico presentation index for binding systems,23.88
1,3523,CA-2017-114482,2017-11-21,2017-11-25,Second Class,DM-13345,Denise Monton,Corporate,united states,des moines,iowa,50315,Central,TEC-PH-10001580,Technology,Phones,logitech mobile speakerphone p710e - speaker phone,404.94
1,4174,CA-2017-152163,2017-07-01,2017-07-01,Same Day,JF-15355,Jay Fein,Consumer,united states,columbia,south carolina,29203,South,OFF-PA-10000788,Office Supplies,Paper,xerox 210,12.96
1,9223,CA-2018-103212,2018-10-13,2018-10-14,First Class,MH-18025,Michelle Huthwaite,Consumer,united states,lafayette,louisiana,70506,South,OFF-PA-10004355,Office Supplies,Paper,xerox 231,25.92
1,4363,CA-2018-111332,2018-05-20,2018-05-22,Second Class,NC-18340,Nat Carroll,Consumer,united states,fargo,north dakota,58103,Central,OFF-AR-10001953,Office Supplies,Art,boston 1645 deluxe heavier-duty electric pencil sharpener,131.94
1,3039,US-2016-123960,2016-06-11,2016-06-16,Standard Class,BD-11605,Brian Dahlen,Consumer,united states,monroe,louisiana,71203,South,FUR-FU-10004666,Furniture,Furnishings,dax clear channel poster frame,29.16
1,4078,CA-2016-100685,2016-12-19,2016-12-21,Second Class,SM-20950,Suzanne McNair,Corporate,united states,omaha,nebraska,68104,Central,OFF-FA-10003472,Office Supplies,Fasteners,bagged rubber bands,5.04
1,6744,CA-2016-156923,2016-02-16,2016-02-20,Standard Class,SP-20860,Sung Pak,Corporate,united states,dover,new hampshire,3820,East,OFF-PA-10002751,Office Supplies,Paper,xerox 1920,35.88
1,876,CA-2017-116736,2017-01-17,2017-01-21,Standard Class,CC-12430,Chuck Clark,Home Office,united states,concord,new hampshire,3301,East,FUR-FU-10004017,Furniture,Furnishings,"tenex contemporary contur chairmats for low and medium pile carpet, computer, 39"" x 49""",322.59
1,1281,CA-2017-160815,2017-09-05,2017-09-06,First Class,TR-21325,Toby Ritter,Consumer,united states,cedar rapids,iowa,52402,Central,TEC-PH-10003505,Technology,Phones,geemarc amplipower60,278.4
1,9388,US-2018-127292,2018-01-19,2018-01-23,Standard Class,RM-19375,Raymond Messe,Consumer,united states,burlington,vermont,,East,OFF-PA-10001970,Office Supplies,Paper,xerox 1881,12.28
1,6182,CA-2016-158421,2016-09-21,2016-09-26,Standard Class,GB-14575,Giulietta Baptist,Consumer,united states,columbia,south carolina,29203,South,TEC-PH-10002538,Technology,Phones,grandstream gxp1160 voip phone,113.73
1,9017,CA-2017-131639,2017-12-17,2017-12-23,Standard Class,NS-18640,Noel Staavos,Corporate,united states,carlsbad,new mexico,88220,West,OFF-BI-10000948,Office Supplies,Binders,"gbc laser imprintable binding system covers, desert sand",11.416
1,5152,CA-2018-169929,2018-09-25,2018-09-28,First Class,LS-17200,Luke Schmidt,Corporate,united states,helena,montana,59601,West,OFF-ST-10002352,Office Supplies,Storage,iris project case,39.9
1,8799,US-2017-150140,2017-04-06,2017-04-10,Standard Class,VM-21685,Valerie Mitchum,Home Office,united states,burlington,vermont,,East,TEC-PH-10002555,Technology,Phones,nortel meridian m5316 digital phone,1294.75
1,4784,US-2018-147984,2018-01-28,2018-02-01,Standard Class,GB-14575,Giulietta Baptist,Consumer,united states,wichita,kansas,67212,Central,OFF-PA-10000806,Office Supplies,Paper,xerox 1934,279.9
1,765,CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,united states,bossier city,louisiana,71111,South,OFF-EN-10001532,Office Supplies,Envelopes,brown kraft recycled envelopes,50.94
1,773,CA-2018-104220,2018-01-30,2018-02-05,Standard Class,BV-11245,Benjamin Venier,Corporate,united states,des moines,iowa,50315,Central,OFF-BI-10000301,Office Supplies,Binders,gbc instant report kit,32.35
1,7655,CA-2016-107685,2016-11-30,2016-12-02,Second Class,JM-15865,John Murray,Consumer,united states,las vegas,nevada,89115,West,FUR-FU-10002813,Furniture,Furnishings,"dax contemporary wood frame with silver metal mat, desktop, 11 x 14 size",80.96
1,808,CA-2016-140921,2016-02-03,2016-02-05,First Class,AA-10375,Allen Armold,Consumer,united states,omaha,nebraska,68104,Central,FUR-FU-10003347,Furniture,Furnishings,coloredge poster frame,28.4
1,3276,CA-2018-116358,2018-11-02,2018-11-06,Standard Class,KM-16225,Kalyca Meade,Corporate,united states,overland park,kansas,66212,Central,OFF-AR-10004685,Office Supplies,Art,"binney & smith crayola metallic colored pencils, 8-color set",27.78
1,516,CA-2018-127432,2018-01-22,2018-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,united states,great falls,montana,59405,West,TEC-CO-10003236,Technology,Copiers,canon image class d660 copier,2999.95
1,8001,US-2016-151407,2016-11-08,2016-11-12,Standard Class,RD-19585,Rob Dowd,Consumer,united states,dubuque,iowa,52001,Central,TEC-PH-10003885,Technology,Phones,cisco spa508g,263.96
1,4077,CA-2016-100685,2016-12-19,2016-12-21,Second Class,SM-20950,Suzanne McNair,Corporate,united states,omaha,nebraska,68104,Central,OFF-BI-10003094,Office Supplies,Binders,self-adhesive ring binder labels,7.04
1,9742,CA-2016-117086,2016-11-08,2016-11-12,Standard Class,QJ-19255,Quincy Jones,Corporate,united states,burlington,vermont,,East,FUR-BO-10004834,Furniture,Bookcases,"riverside palais royal lawyers bookcase, royale cherry finish",4404.9
1,3427,CA-2016-153381,2016-09-24,2016-09-28,Standard Class,DE-13255,Deanra Eno,Home Office,united states,dubuque,iowa,52001,Central,FUR-CH-10000988,Furniture,Chairs,hon olson stacker stools,1408.1
1,5610,CA-2018-117198,2018-08-31,2018-09-05,Standard Class,BG-11035,Barry Gonzalez,Consumer,united states,monroe,louisiana,71203,South,TEC-AC-10003033,Technology,Accessories,plantronics cs510 - over-the-head monaural wireless headset system,659.9
1,4320,CA-2015-152345,2015-12-29,2016-01-03,Second Class,ST-20530,Shui Tom,Consumer,united states,albuquerque,new mexico,87105,West,TEC-PH-10004897,Technology,Phones,mediabridge sport armband iphone 5s,23.976
1,4956,CA-2015-160262,2015-06-09,2015-06-13,Second Class,TS-21205,Thomas Seio,Corporate,united states,north las vegas,nevada,89031,West,OFF-PA-10003641,Office Supplies,Paper,xerox 1909,79.14
1,1022,CA-2016-124450,2016-04-27,2016-05-03,Standard Class,GT-14710,Greg Tran,Consumer,united states,washington,district of columbia,20016,East,FUR-CH-10000309,Furniture,Chairs,global comet stacking arm chair,1267.53
1,4737,CA-2016-155054,2016-06-13,2016-06-19,Standard Class,PS-19045,Penelope Sewall,Home Office,united states,lewiston,maine,4240,East,OFF-BI-10002824,Office Supplies,Binders,recycled easel ring binders,29.84
1,9251,CA-2017-105354,2017-12-02,2017-12-06,Standard Class,PW-19030,Pauline Webber,Corporate,united states,marion,iowa,52302,Central,OFF-BI-10001107,Office Supplies,Binders,"gbc white gloss covers, plain front",115.84
1,8783,CA-2017-116911,2017-09-15,2017-09-20,Standard Class,JD-16150,Justin Deggeller,Corporate,united states,twin falls,idaho,83301,West,OFF-BI-10001249,Office Supplies,Binders,avery heavy-duty ezd view binder with locking rings,20.416
1,4193,CA-2016-150875,2016-11-16,2016-11-20,Standard Class,HK-14890,Heather Kirkland,Corporate,united states,boise,idaho,83704,West,FUR-TA-10000577,Furniture,Tables,bretford cr4500 series slim rectangular table,696.42
1,7817,CA-2017-138478,2017-10-21,2017-10-26,Second Class,DP-13390,Dennis Pardue,Home Office,united states,north las vegas,nevada,89031,West,OFF-AR-10002240,Office Supplies,Art,panasonic kp-150 electric pencil sharpener,113.22
1,5414,CA-2017-153157,2017-09-11,2017-09-14,First Class,TB-21625,Trudy Brown,Consumer,united states,wichita,kansas,67212,Central,TEC-PH-10003171,Technology,Phones,plantronics encore h101 dual earpieces headset,224.75
1,2706,CA-2018-155873,2018-06-16,2018-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,united states,carlsbad,new mexico,88220,West,OFF-SU-10001165,Office Supplies,Supplies,acme elite stainless steel scissors,16.68
1,8358,CA-2015-110555,2015-04-11,2015-04-18,Standard Class,MM-18055,Michelle Moray,Consumer,united states,great falls,montana,59405,West,OFF-ST-10000876,Office Supplies,Storage,eldon simplefile box office,87.08
1,9569,CA-2018-104388,2018-07-05,2018-07-07,First Class,DK-12835,Damala Kotsonis,Corporate,united states,fremont,nebraska,68025,Central,TEC-PH-10002293,Technology,Phones,anker 36w 4-port usb wall charger travel power adapter for iphone 5s 5c 5,79.96
1,9144,US-2018-166688,2018-05-20,2018-05-26,Standard Class,RD-19480,Rick Duston,Consumer,united states,las vegas,nevada,89115,West,TEC-PH-10004094,Technology,Phones,motorola l703cm,1123.128
1,1023,CA-2016-124450,2016-04-27,2016-05-03,Standard Class,GT-14710,Greg Tran,Consumer,united states,washington,district of columbia,20016,East,TEC-MA-10004212,Technology,Machines,cisco spa525g2 5-line ip phone,1379.92
1,9221,CA-2018-103212,2018-10-13,2018-10-14,First Class,MH-18025,Michelle Huthwaite,Consumer,united states,lafayette,louisiana,70506,South,OFF-LA-10000248,Office Supplies,Labels,avery 52,11.07
1,2793,CA-2015-125514,2015-09-21,2015-09-22,First Class,BM-11650,Brian Moss,Corporate,united states,omaha,nebraska,68104,Central,OFF-PA-10000029,Office Supplies,Paper,xerox 224,6.48
1,3839,CA-2015-126760,2015-07-26,2015-08-02,Standard Class,KM-16720,Kunst Miller,Consumer,united states,north las vegas,nevada,89031,West,FUR-CH-10003312,Furniture,Chairs,hon 2090 “pillow soft” series mid back swivel/tilt chairs,674.352
1,4173,CA-2017-152163,2017-07-01,2017-07-01,Same Day,JF-15355,Jay Fein,Consumer,united states,columbia,south carolina,29203,South,OFF-BI-10002215,Office Supplies,Binders,"wilson jones hanging view binder, white, 1""",14.2
1,9387,US-2018-127292,2018-01-19,2018-01-23,Standard Class,RM-19375,Raymond Messe,Consumer,united states,burlington,vermont,,East,OFF-PA-10000157,Office Supplies,Paper,xerox 191,79.92
1,2512,CA-2016-102722,2016-04-18,2016-04-19,First Class,KW-16570,Kelly Williams,Consumer,united states,monroe,louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,memorex froggy flash drive 8 gb,106.5
1,877,CA-2017-116736,2017-01-17,2017-01-21,Standard Class,CC-12430,Chuck Clark,Home Office,united states,concord,new hampshire,3301,East,TEC-AC-10003628,Technology,Accessories,logitech 910-002974 m325 wireless mouse for web scrolling,29.99
1,5363,CA-2017-122017,2017-12-29,2018-01-02,Standard Class,CD-11920,Carlos Daly,Consumer,united states,wichita,kansas,67212,Central,FUR-FU-10000672,Furniture,Furnishings,"executive impressions 10"" spectator wall clock",70.56
1,6967,CA-2017-157161,2017-07-16,2017-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,united states,columbia,south carolina,29203,South,OFF-BI-10002764,Office Supplies,Binders,recycled pressboard report cover with reinforced top hinge,6.46
1,3038,US-2016-123960,2016-06-11,2016-06-16,Standard Class,BD-11605,Brian Dahlen,Consumer,united states,monroe,louisiana,71203,South,OFF-PA-10004451,Office Supplies,Paper,xerox 222,32.4
1,1847,US-2018-158512,2018-01-12,2018-01-17,Second Class,DA-13450,Dianna Arnett,Home Office,united states,washington,district of columbia,20016,East,FUR-FU-10004973,Furniture,Furnishings,flat face poster frame,37.68
1,5115,CA-2017-150658,2017-11-17,2017-11-22,Standard Class,MS-17365,Maribeth Schnelling,Consumer,united states,carlsbad,new mexico,88220,West,OFF-BI-10004140,Office Supplies,Binders,avery non-stick binders,10.776
1,2318,CA-2018-122035,2018-07-20,2018-07-25,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,united states,sioux falls,south dakota,57103,Central,OFF-BI-10002072,Office Supplies,Binders,cardinal slant-d ring binders,60.83
1,4556,CA-2016-130218,2016-03-23,2016-03-26,First Class,SG-20470,Sheri Gordon,Consumer,united states,florence,south carolina,29501,South,OFF-FA-10003112,Office Supplies,Fasteners,staples,31.56
1,7385,CA-2017-105732,2017-09-13,2017-09-18,Standard Class,AG-10270,Alejandro Grove,Consumer,united states,omaha,nebraska,68104,Central,OFF-AP-10001394,Office Supplies,Appliances,harmony air purifier,378.0
1,5999,US-2015-112991,2015-12-10,2015-12-14,Standard Class,SH-19975,Sally Hughsby,Corporate,united states,caldwell,idaho,83605,West,FUR-CH-10001708,Furniture,Chairs,office star - contemporary swivel chair with padded adjustable arms and flex back,338.352
1,5450,US-2015-119081,2015-09-12,2015-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,united states,olathe,kansas,66062,Central,TEC-AC-10001542,Technology,Accessories,sandisk cruzer 16 gb usb flash drive,57.4
1,767,CA-2015-162775,2015-01-13,2015-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,united states,bossier city,louisiana,71111,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64
1,804,CA-2017-115504,2017-03-12,2017-03-17,Standard Class,MC-18130,Mike Caudle,Corporate,united states,monroe,louisiana,71203,South,OFF-PA-10003953,Office Supplies,Paper,xerox 218,12.96
1,9389,US-2018-127292,2018-01-19,2018-01-23,Standard Class,RM-19375,Raymond Messe,Consumer,united states,burlington,vermont,,East,OFF-AP-10000828,Office Supplies,Appliances,avanti 4.4 cu. ft. refrigerator,542.94
